Year,Month,Reported on,SVE,CVE,Title,Affected versions,Severity,Description,Acknowledgement
2021,5,2021-02-17,SVE-2021-20724,CVE-2021-25390,Intent redirection in PhotoTable,"O(8.1), P(9.x), Q(10.0), R(11.0)",Moderate,"Intent redirection vulnerability in PhotoTable prior to SMR MAY-2021 Release 1 allows attackers to execute privileged action.
The patch restricts apps that can call PhotoTable.",Sergey Toshin
2021,5,2021-01-29,SVE-2021-20500,CVE-2021-25391,Intent redirection in Secure Folder,R(11.0),Moderate,"Intent redirection vulnerability in Secure Folder prior to SMR MAY-2021 Release 1 allows attackers to execute privileged action.
The patch restricts apps that can call SecureFolder.",Sergey Toshin
2021,5,2020-12-31,SVE-2021-20167,CVE-2021-25394,UAF in mfc charger driver,"Selected O(8.1), P(9.0), Q(10.0), R(11.0) Exynos and Qualcomm devices",Moderate,"A use after free vulnerability via race condition in MFC charger driver prior to SMR MAY-2021 Release 1 allows arbitrary write given a radio privilege is compromised.
The patch adds proper synchronization points to avoid all possibility of a race condition.",
2021,5,2020-12-31,SVE-2021-20168,CVE-2021-25395,UAF in mfc charger driver,"Selected O(8.1), P(9.0), Q(10.0), R(11.0) Exynos and Qualcomm devices",Moderate,"A use after free vulnerability via race condition in MFC charger driver prior to SMR MAY-2021 Release 1 allows arbitrary write given a radio privilege is compromised.
The patch adds proper synchronization points to avoid all possibility of a race condition.",
2021,6,2021-02-09,SVE-2021-20641,CVE-2021-25417,Improper authorization in SDP SDK,"P(9.0), Q(10.0)",Moderate,"Improper authorization in SDP SDK prior to SMR JUN-2021 Release 1 allows access to internal storage.
The patch removes the logic for granting internal storage privilege.","Abdulla Aldoseri, David Oswald"
2021,6,2021-01-04,SVE-2021-20178,CVE-2021-25415,Possible remapping RKP memory as writable from EL1,"Q(10.0), R(11.0) devices with Exynos9610, 9810, 9820, 9830",High,"Assuming EL1 is compromised, an improper address validation in RKP prior to SMR JUN-2021 Release 1 allows local attackers to remap EL2 memory as writable.
The patch adds the proper address validation in RKP to prevent change of EL2 memory attribution from EL1.",Alexandre Adamski of Longterm Security
2021,6,2021-01-05,SVE-2021-20179,CVE-2021-25416,Possible creating executable kernel page via abusing dynamic load functions,"Q(10.0), R(11.0) devices with Exynos9610, 9810, 9820, 9830",Moderate,"Assuming EL1 is compromised, an improper address validation in RKP prior to SMR JUN-2021 Release 1 allows local attackers to create executable kernel page outside code area.
The patch adds the proper address validation in RKP to prevent creating executable kernel page.",Alexandre Adamski of Longterm Security
2021,6,2021-01-04,SVE-2021-20176,CVE-2021-25411,Vulnerable api in RKP allows attackers to write read-only kernel memory,"Q(10.0), R(11.0) devices with Exynos9610, 9810, 9820, 9830",Moderate,"Improper address validation vulnerability in RKP api prior to SMR JUN-2021 Release 1 allows root privileged local attackers to write read-only kernel memory.
The patch adds a proper address validation check to prevent unprivileged write to kernel memory.",Alexandre Adamski of Longterm Security
2021,6,2021-03-20,SVE-2021-21161,CVE-2021-25407,Out of bounds write in Samsung NPU driver,"P(9.0), Q(10.0), R(11.0) devices with Exynos9820, 9830, 980, 2100 chipsets",Moderate,"A possible out of bounds write vulnerability in NPU driver prior to SMR JUN-2021 Release 1 allows arbitrary memory write.
The patch adds proper boundary check to prevent out of bounds write.",Ben Hawkes of Google Project Zero
2021,6,2021-03-08,SVE-2021-20984,CVE-2021-25412,Improper access control in genericssoservice service,Q(10.0),High,"An improper access control vulnerability in genericssoservice prior to SMR JUN-2021 Release 1 allows local attackers to execute protected activity with system privilege via untrusted applications.
The patch adds the proper caller check to prevent improper access to genericssoservice.",hard_______
2021,6,2021-03-16,SVE-2021-21074,CVE-2021-25408,Buffer overflow in Samsung NPU driver,"P(9.0), Q(10.0), R(11.0) devices with Exynos9820, 9830, 980, 2100 chipsets",Moderate,"A possible buffer overflow vulnerability in NPU driver prior to SMR JUN-2021 Release 1 allows arbitrary memory write and code execution.
The patch adds proper boundary check to prevent buffer overflow.",Maxime Peterlin
2021,6,2021-02-15,SVE-2021-20702,CVE-2021-25410,Arbitrary file access vulnerability in CallBGProvider,R(11.0),High,"Improper access control of a component in CallBGProvider prior to SMR JUN-2021 Release 1 allows local attackers to access arbitrary files with an escalated privilege.
The patch adds proper permission to prevent unauthorized access.",Sergey Toshin of Oversecured Inc
2021,6,2021-03-02,SVE-2021-20877,CVE-2021-25413,Possible to access arbitrary content providers,"P(9.0), Q(10.0), R(11.0)",Moderate,"Improper sanitization of incoming intent in Samsung Contacts prior to SMR JUN-2021 Release 1 allows local attackers to get permissions to access arbitrary data with Samsung Contacts privilege.
The patch sanitizes incoming Intent before using it.",Sergey Toshin of Oversecured Inc
2021,6,2021-03-02,SVE-2021-20879,CVE-2021-25414,Possible to theft or overwrite arbitrary files,"P(9.0), Q(10.0), R(11.0)",Moderate,"Improper sanitization of incoming intent in Samsung Contacts prior to SMR JUN-2021 Release 1 allows local attackers to copy or overwrite arbitrary files with Samsung Contacts privilege.
The patch sanitizes incoming Intent before using it.",Sergey Toshin of Oversecured Inc
2021,6,2021-03-08,SVE-2021-20948,CVE-2021-25409,Configure Notification settings without authorization,Q(10.0),Moderate,"Improper access in Notification setting prior to SMR JUN-2021 Release 1 allows physically proximate attackers to set arbitrary notification via physically configuring device.
The patch adds proper authorization to configure Notification setting in lockscreen.",Tony
2021,7,2021-03-28,SVE-2021-21231,CVE-2021-25427,SQL Injection in Bluetooth,"O(8.1), P(9.0), Q(10.0), R(11.0)",Moderate,"SQL injection vulnerability in Dialer Storage prior to SMR July-2021 Release 1 allows unauthorized access to paired Bluetooth information
The patch adds proper input validation in Bluetootn.",Calum Hutton
2021,7,2020-10-22,SVE-2021-19827,"CVE-2020-26555, CVE-2020-26558",Multiple Bluetooth Core Specification Vulnerabilities,"Selected O(8.1), Q(10.0) devices with Exynos 7570, 980 chipset",High,"There are several vulnerabilities in the Bluetooth core protocol as listed below.
CVE-2020-26555
The Bluetooth BR/EDR PIN Pairing procedure is vulnerable to an impersonation attack. When an attacker connects to a victim device using the address of the device and the victim initiates a Pairing, the attacker can reflect the encrypted nonce even without knowledge of the key.
CVE-2020-26558
The Passkey Entry protocol used in Secure Simple Pairing (SSP), Secure Connections (SC) and LE Secure Connections (LESC) of the Bluetooth Core Specification is vulnerable to an impersonation attack where an active attacker can impersonate the initiating device without any previous knowledge.
The authentication property of the Bluetooth LE Legacy Pairing procedures is vulnerable to a reflection attack. A remote attacker without knowledge of the token key can complete the authentication protocol.
The patch fixes exception handling for the Bluetooth core protocol.",France¡¯s national cybersecurity agency ANSSI
2021,7,2021-03-13,SVE-2021-21041,"CVE-2021-25429, CVE-2021-25430",Leak bluetooth information through broadcast in bluetooth app,"O(8.1), P(9.0), Q(10.0) , R(11.0)",Low,"Improper privilege management and improper access control vulnerabilities in Bluetooth application prior to SMR July-2021 Release 1 allows untrusted application to access the Bluetooth information in Bluetooth application.
The patch adds proper access control for the Bluetooth information in Bluetooth application.",hard_______
2021,7,2021-03-03,SVE-2021-20903,CVE-2021-25426,Possible to access Message files,"P(9.0), Q(10.0) , R(11.0)",Moderate,"Improper component protection vulnerability in SmsViewerActivity of Samsung Message prior to SMR July-2021 Release 1 allows untrusted applications to access Message files.
The patch adds access control to prevent unauthorized access.",Sergey Toshin of Oversecured Inc
2021,7,2021-02-20,SVE-2021-20754,CVE-2021-25428,Allow dangerous level permission without user confirmation in limited circumstances,"O(8.1), P(9.0), Q(10.0), R(11.0)",Moderate,"Improper validation check vulnerability in PackageManager prior to SMR July-2021 Release 1 allows untrusted applications to get dangerous level permission without user confirmation in limited circumstances.
The patch adds proper validation check in PackageManager.",Zhongquan Li @ ADLab
2021,7,2021-04-14,SVE-2021-21468,,Information disclosure in ptrace module of kernel,"All O(8.1), P(9.0) devices and select Q(10.0), R(11.0) devices",Moderate,Improper validation check vulnerability in ptrace kernel module prior to SMR July-2021 Release 1 allows information disclosure of kernel data. The patch adds proper validation check in ptrace kernel module.,Zhongquan Li @ ADLab
2021,8,2021-05-25,SVE-2021-21948,CVE-2021-25444,IV reuse in Keymaster TA,"O(8.1), P(9.0), Q(10.0)",High,"An IV reuse vulnerability in keymaster prior to SMR AUG-2021 Release 1 allows decryption of custom keyblob with privileged process.
The patch prevents reusing IV by blocking addition of custom IV.","Alon Shakevsky, Avishai Wool and Eyal Ronen"
2021,8,2021-02-26,SVE-2021-20831,CVE-2021-25443,UAF in conn_gadget driver,"O(8.1), P(9.0), Q(10.0), R(11.0)",Low,"A use after free vulnerability in conn_gadget driver prior to SMR AUG-2021 Release 1 allows malicious action by an attacker.
The patch adds proper check logic to prevent use after free.",Kyungtae Kim
2021,9,2021-04-27,SVE-2021-21619,CVE-2021-25457,Kernel Information Disclosure in the Vision DSP Kernel Driver,"Q(10.0), R(11.0) devices with Exynos 980, 9830, 2100 chipsets",Moderate,"An improper input validation vulnerability in DSP driver prior to SMR Sep-2021 Release 1 allows local attackers to get a limited kernel memory information.
The patch adds proper input validation in DSP driver.",Gyorgy Miru
2021,9,2021-05-25,SVE-2021-21959,CVE-2021-25452,Kernel Permanent Denial of Service Vulnerability in the Vision DSP Kernel Driver,"Q(10.0), R(11.0) devices with Exynos 980, 9830, 2100 chipsets",Moderate,"An improper input validation vulnerability in loading graph file in DSP driver prior to SMR Sep-2021 Release 1 allows attackers to perform permanent denial of service on the device.
The patch adds proper input check to prevent loading unintended file in path.",Gyorgy Miru
2021,9,2021-04-27,SVE-2021-21620,CVE-2021-25458,NULL pointer dereference vulnerability in the ION Driver,"O(8.1), P(9.0), Q(10.0), R(11.0) devices with Exynos chipsets",Low,"NULL pointer dereference vulnerability in ION driver prior to SMR Sep-2021 Release 1 allows attackers to cause memory corruption.
The patch adds proper input check to prevent null pointer dereference.",Gyorgy Miru
2021,9,2021-03-13,SVE-2021-21041,CVE-2021-25453,Leak Bluetooth information through Broadcast in Bluetooth app,"O(8.1), P(9.0), Q(10.0), R(11.0)",High,"Some improper access control in Bluetooth APIs prior to SMR Sep-2021 Release 1 allows untrusted application to get Bluetooth information.
The patches add proper access control to prevent Bluetooth information leak.",hard_______
2021,9,2021-06-04,SVE-2021-22094,CVE-2021-25449,Arbitrary code execution on mediaextractor process,"O(8.1), P(9.0), Q(10.0), R(11.0)",Moderate,"An improper input validation vulnerability in libsapeextractor library prior to SMR Sep-2021 Release 1 allows attackers to execute arbitrary code in mediaextractor process.
The patch adds proper input check to prevent buffer overflow.",Le Wu of Baidu Security
2021,9,2021-06-23,SVE-2021-22278,CVE-2021-25454,OOB read vulnerability in 'libsaacextractor.so',"O(8.1), P(9.0), Q(10.0), R(11.0)",Low,"OOB read vulnerability in libsaacextractor.so library prior to SMR Sep-2021 Release 1 allows attackers to execute remote DoS via forged aac file.
The patch adds length check code in libsaacextractor library.",Le Wu of Baidu Security
2021,9,2021-06-24,SVE-2021-22291,CVE-2021-25455,OOB read vulnerability in 'libsaacextractor.so',"O(8.1), P(9.0), Q(10.0), R(11.0)",Low,"OOB read vulnerability in libsaviextractor.so library prior to SMR Sep-2021 Release 1 allows attackers to access arbitrary address through pointer via forged avi file.
The patch adds length check code in libsaviextractor library.",Le Wu of Baidu Security
2021,9,2021-06-27,SVE-2021-22343,CVE-2021-25456,OOB read vulnerability in 'libsaacextractor.so',"O(8.1), P(9.0), Q(10.0), R(11.0)",Moderate,"OOB read vulnerability in libswmfextractor.so library prior to SMR Sep-2021 Release 1 allows attackers to execute memcpy at arbitrary address via forged wmf file.
The patch adds length check code in libswmfextractor library.",Le Wu of Baidu Security
2021,9,2021-05-25,SVE-2021-21969,CVE-2021-25462,Null Pointer Dereference vulnerability in the NPU Driver,"P(9.0), Q(10.0), R(11.0) devices with Exynos chipsets",Low,"NULL pointer dereference vulnerability in NPU driver prior to SMR Sep-2021 Release 1 allows attackers to cause memory corruption.
The patch adds proper input check to prevent null pointer dereference.",Maxime Peterlin
2021,9,2021-07-02,SVE-2021-22411,CVE-2021-25461,APAService Stack Overflow,O(8.1),Low,"An improper length check in APAService prior to SMR Sep-2021 Release 1 results in stack based Buffer Overflow.
The patch adds proper length check in APAService.",Mounir Elgharabawy
2021,9,2021-05-24,SVE-2021-21943,CVE-2021-25450,Path traversal vulnerability in FactoryAirCommandManager,"O(8.1), P(9.0), Q(10.0), R(11.0)",High,"Path traversal vulnerability in FactoryAirCommnadManger prior to SMR Sep-2021 Release 1 allows attackers to write file as system uid via remote socket.
The patch addresses incorrect implementation of file path validation check logic.","R of Dawn Security Lab, JD.com"
2021,9,2021-04-11,SVE-2021-21413,CVE-2021-25451,Sensitive information disclosure in NetworkPolicyManagerService,"P(9.0), Q(10.0), R(11.0)",Moderate,"A PendingIntent hijacking in NetworkPolicyManagerService prior to SMR Sep-2021 Release 1 allows attackers to get IMSI data.
The patch addresses the intent in NetworkPolicyManagerService to prevent unprivileged access.",rt_
2021,9,2021-07-12,SVE-2021-22602,CVE-2021-25459,Improper access control in BlockChainService,"Select Q(10.0), R(11.0)",Moderate,"An improper access control vulnerability in sspInit() in BlockchainTZService prior to SMR Sep-2021 Release 1 allows attackers to start BlockchainTZService.
The patch adds the proper permission check to prevent improper access to BlockchainTZService.",Sigmund Gorski
2021,9,2021-07-12,SVE-2021-22603,CVE-2021-25460,Improper access control in BlockChainService,"Select Q(10.0), R(11.0)",Moderate,"An improper access control vulnerability in sspExit() in BlockchainTZService prior to SMR Sep-2021 Release 1 allows attackers to terminate BlockchainTZService.
The patch adds the proper permission check to prevent improper access to BlockchainTZService.",Sigmund Gorski
2021,10,2021-07-14,SVE-2021-22636,CVE-2021-25485,Path traversal vulnerability in FactoryAirCommandManager,"Q(10.0), R(11.0)",High,"Path traversal vulnerability in FactoryAirCommnadManger prior to SMR Oct-2021 Release 1 allows attackers to write file as system UID via BT remote socket.
The patch fixes incorrect implementation of file path validation check logic.","Dawn Security Lab, JD.com"
2021,10,2021-07-16,SVE-2021-22658,CVE-2021-25490,Downgrade attack in Keymaster TA,"P(9.0), Q(10.0), R(11.0)",High,"A keyblob downgrade attack in keymaster prior to SMR Oct-2021 Release 1 allows attacker to trigger IV reuse vulnerability with privileged process.
The patch removes the legacy implementation for minor keyblob.","Alon Shakevsky, Avishai Wool and Eyal Ronen"
2021,10,2021-04-27,SVE-2021-21621,CVE-2021-25491,Memory corruption vulnerabilities in kernel driver,"Selected P(9.0), Q(10.0), R(11.0) Exynos devices",Low,"A vulnerability in mfc driver prior to SMR Oct-2021 Release 1 allows memory corruption via NULL-pointer dereference.
The patch adds proper validation logic to prevent null pointer dereference.",Gyorgy Miru
2021,10,2021-07-07,SVE-2021-22558,CVE-2021-25472,Improper access control in BluetoothSettingsProvider,"O(8.1), P(9.0), Q(10.0), R(11.0)",Moderate,"An improper access control vulnerability in BluetoothSettingsProvider prior to SMR Oct-2021 Release 1 allows untrusted application to overwrite some Bluetooth information.
The patch adds the proper permission check to prevent improper access to BluetoothSettingsProvider.",Gyorgy Miru
2021,10,2021-05-25,SVE-2021-21958,CVE-2021-25467,Kernel Local Privilege Escalation in the Vision DSP Kernel Driver,"R(11.0) devices with Exynos 980, 9830, 2100",Moderate,"Assuming system privilege is gained, possible buffer overflow vulnerabilities in the Vision DSP kernel driver prior to SMR Oct-2021 Release 1 allows privilege escalation to Root by hijacking loaded library.
The patch adds proper boundary check to prevent buffer overflow.",pox of Singular Security Lab
2021,10,2021-06-02,SVE-2021-21904,CVE-2021-25468,Arbitrary read in the Widevine TA,"Select Q(10.0), R(11.0) devices with Exynos chipsets",High,"A possible guessing and confirming a byte memory vulnerability in Widevine trustlet prior to SMR Oct-2021 Release 1 allows attackers to read arbitrary memory address.
The patch adds the proper validation logic to prevent guessing a byte memory.",Federico Menarini and Martijn Bogaard of Riscure
2021,10,2021-06-02,SVE-2021-21905,CVE-2021-25469,Stack-based buffer overflow in the Widevine TA,"Select Q(10.0), R(11.0) devices with Exynos chipsets",High,"A possible stack-based buffer overflow vulnerability in Widevine trustlet prior to SMR Oct-2021 Release 1 allows arbitrary code execution.
The patch adds proper boundary check and input validation to prevent buffer overflow.",Federico Menarini and Martijn Bogaard of Riscure
2021,10,2021-06-02,SVE-2021-22065,CVE-2021-25470,TEE can be compromised through the Widevine TA,"Select P(9.0), Q(10.0), R(11.0) devices with Exynos and Mediatek chipsets",Critical,"An improper caller check logic of SMC call in TEEGRIS secure OS prior to SMR Oct-2021 Release 1 can be used to compromise TEE.
The patch addresses the caller check logic to prevent illegal use of SMC call.",Federico Menarini and Martijn Bogaard of Riscure
2021,10,2021-05-20,SVE-2021-21906,CVE-2021-25476,Pointer leak in Widevine TA,"Select Q(10.0), R(11.0) devices with Exynos chipsets",Moderate,"An information disclosure vulnerability in Widevine TA log prior to SMR Oct-2021 Release 1 allows attackers to bypass the ASLR protection mechanism in TEE.
The patch fixes the problematic code.",
2021,10,2021-06-27,SVE-2021-22327,CVE-2021-25471,Possible replay attack before attach procedure completion,"O(8.1), P(9.0), Q(10.0) devices with Exynos CP chipsets",Moderate,"A lack of replay attack protection in Security Mode Command process prior to SMR Oct-2021 Release 1 can lead to denial of service on mobile network connection and battery depletion.
The patch prevents replay attack by using NAS count.","Syed Rafiul Hussain, Imtiaz Karim, Abdullah Al Ishtiaq, Omar Chowdhury, Elisa Bertino"
2021,10,2021-07-02,SVE-2021-22412,CVE-2021-25483,OOB read in libsflvextractor library,"O(8.1), P(9.0), Q(10.0), R(11.0)",Low,"Lack of boundary checking of a buffer in livfivextractor library prior to SMR Oct-2021 Release 1 allows OOB read.
The patch adds proper boundary check to prevent out of bounds read.",Le Wu of Baidu Security
2021,10,2021-06-14,SVE-2021-22215,CVE-2021-25484,Unauthorized access in InputManagerService,"O(8.1 go), Q(10.0 go), R(11.0 go)",Moderate,"Improper authentication in InputManagerService prior to SMR Oct-2021 Release 1 allows monitoring the touch event.
The patch adds proper permission check logic in Android GO branches",Yousra Aafer
2021,10,2021-06-28,SVE-2021-22360,CVE-2021-25473,Local permanent denial of service in SystemUI,R(11.0),Moderate,"Assuming a shell privilege is gained, an improper exception handling for multi_sim_bar_hide_by_meadia_full value in SystemUI prior to SMR Oct-2021 Release 1 allows an attacker to cause a permanent denial of service in user device before factory reset.
The patch adds proper exception handling to prevent crash.",WuHeng Lab of Bytedance
2021,10,2021-06-28,SVE-2021-22361,CVE-2021-25474,Local permanent denial of service in SystemUI,"Q(10.0), R(11.0)",Moderate,"Assuming a shell privilege is gained, an improper exception handling for multi_sim_bar_show_on_qspanel value in SystemUI prior to SMR Oct-2021 Release 1 allows an attacker to cause a permanent denial of service in user device before factory reset.
The patch adds proper exception handling to prevent crash.",WuHeng Lab of Bytedance
2021,10,2021-01-16,SVE-2021-20329,CVE-2021-25486,Exposure of information vulnerability in ipcdump,"O(8.1), P(9.0), Q(10.0), R(11.0)",Low,"Exposure of information vulnerability in ipcdump prior to SMR Oct-2021 Release 1 allows an attacker detect device information via analyzing packet in log.
The patch enforces access control of ipcdump.",Andr. Ess
2021,10,2021-05-25,SVE-2021-21957,CVE-2021-25475,Kernel Local Privilege Escalation in the Vision DSP Kernel Diver,"Q(10.0), R(11.0) devices with Exynos 980, 9830, 2100 chipsets",Moderate,"A possible heap-based buffer overflow vulnerability in DSP kernel driver prior to SMR Oct-2021 Release 1 allows arbitrary memory write and code execution.
The patch adds proper boundary check to prevent buffer overflow.",Gyorgy Miru
2021,10,2021-06-11,SVE-2021-22199,CVE-2021-25477,Baseband MCCH Double Free,"Select P(9.0), Q(10.0), R(11.0) devices with MT6765,MT6853,MT6762 chipsets.",Moderate,"An improper error handling in Mediatek RRC Protocol stack prior to SMR Oct-2021 Release 1 allows modem crash and remote denial of service.
The patch fixes the problematic code.",Team FirmWire
2021,10,2021-07-16,SVE-2021-22665,CVE-2021-25487,Arbitrary code execution via OOB read in modem interface driver,"O(8.1), P(9.0), Q(10.0), R(11.0) Exynos devices",Moderate,"Lack of boundary checking of a buffer in set_skb_priv() of modem interface driver prior to SMR Oct-2021 Release 1 allows OOB read and it results in arbitrary code execution by dereference of invalid function pointer.
The patch adds proper boundary check to prevent out of bounds read.",
2021,10,2021-07-16,SVE-2021-22666,CVE-2021-25488,OOB read in modem interface driver,"O(8.1), P(9.0), Q(10.0), R(11.0) Exynos devices",Moderate,"Lack of boundary checking of a buffer in recv_data() of modem interface driver prior to SMR Oct-2021 Release 1 allows OOB read.
The patch adds proper boundary check to prevent out of bounds read.",
2021,10,2021-06-01,SVE-2021-22051,CVE-2021-25478,LTE RRC Connection Reconfiguration Stack Bufferoverflow,"Select O(8.1), P(9.0), Q(10.0), R(11.0) devices with Exynos chipsets",Critical,"A possible stack-based buffer overflow vulnerability in Exynos CP Chipset prior to SMR Oct-2021 Release 1 allows arbitrary memory write and code execution.
The patch adds proper boundary check to prevent buffer overflow.",Team FirmWire
2021,10,2021-06-03,SVE-2021-22079,CVE-2021-25479,LTE RRC Reconfiguration Heap-based Bufferoverflow,"Select O(8.1), P(9.0), Q(10.0), R(11.0) devices with Exynos chipsets",Critical,"A possible heap-based buffer overflow vulnerability in Exynos CP Chipset prior to SMR Oct-2021 Release 1 allows arbitrary memory write and code execution.
The patch adds proper boundary check to prevent buffer overflow.",Team FirmWire
2021,10,2021-06-27,SVE-2021-22324,CVE-2021-25480,Replayed GUTI REALLOCATION COMMAND accepted after SECURITY MODE COMMAND,"O(8.x), P(9.0), Q(10.0), R(11.0) devices with Qualcomm chipsets",High,"A lack of replay attack protection in GUTI REALLOCATION COMMAND message process in Qualcomm modem prior to SMR Oct-2021 Release 1 can lead to remote denial of service on mobile network connection.
The patch adds proper check when a GUTI REALLOCATION COMMAND message is being reused.","Syed Rafiul Hussain, Imtiaz Karim, Abdullah Al Ishtiaq, Omar Chowdhury, Elisa Bertino"
2021,10,2021-07-01,SVE-2021-22403,CVE-2021-25481,Baseband secure range can be disabled though an IOCTL,"Select O(8.1), P(9.0), Q(10.0), R(11.0) devices with Exynos chipsets",Moderate,"An improper error handling in Exynos CP booting driver prior to SMR Oct-2021 Release 1 allows local attackers to bypass a Secure Memory Protector of Exynos CP Memory.
The patch fixes the problematic code.",Federico Menarini and Martijn Bogaard of Riscure
2021,10,2021-07-07,SVE-2021-22563,CVE-2021-25482,Multiple SQL Injection vulnerabilities in privileged content provider 'com.samsung.android.cmfa.framework.provider.CmfaProvider',R(11.0),Moderate,"SQL injection vulnerabilities in CMFA framework prior to SMR Oct-2021 Release 1 allow untrusted application to overwrite some CMFA framework information.
The patch adds proper access control for the CMFA Provider in CMFA framework.",pox of Singular Security Lab
2021,10,2021-07-16,SVE-2021-22667,CVE-2021-25489,Format string bug in modem interface driver,"O(8.1), P(9.0), Q(10.0), R(11.0) Exynos devices",Low,"Assuming radio permission is gained, missing input validation in modem interface driver prior to SMR Oct-2021 Release 1 results in format string bug leading to kernel panic.
The patch addressed the issue.",
2021,11,2021-08-10,SVE-2021-22911,CVE-2021-25502,Insecure Storage of Sensitive Information vulnerability in Property Settings,"O(8.1), P(9.0), Q(10.0), R(11.0)",High,"A vulnerability of storing sensitive information insecurely in Property Settings prior to SMR Nov-2021 Release 1 allows attackers to read ESN value without priviledge.
The patch removes the property with ESN value.",SVE-2021-22911
2021,11,2021-08-05,SVE-2021-22863,CVE-2021-25500,Unchecked IRQ index in HDCP LDFW,"Select Q(10.0), R(11.0) devices with Exynos 980, 9820, 9830, 2100 chipset",Critical,"A missing input validation in HDCP LDFW prior to SMR Nov-2021 Release 1 allows attackers to overwrite TZASC allowing TEE compromise.
The patch adds proper input validation in HDCP LDFW.",Federico Menarini and Martijn Bogaard of Riscure
2021,11,2021-06-30,SVE-2021-22784,CVE-2021-25501,Improper access control in SCloudBnRReceiver,"Q(10.0), R(11.0)",Moderate,"An improper access control vulnerability in SCloudBnRReceiver in SecTelephonyProvider prior to SMR Nov-2021 Release 1 allows untrusted application to call some protected providers.
The patch adds the proper permission check to prevent improper access to SCloudBnRReceiver.",Dawuge of Pangu Team
2021,11,2021-07-01,SVE-2021-22402,CVE-2021-25503,Arbitrary read/write/code execution in the Linux kernel through the /dev/hdcp2 device,"Select O(8.1), P(9.0), Q(10.0), R(11.0) devices with Exynos chipsets",Moderate,"Improper input validation vulnerability in HDCP prior to SMR Nov-2021 Release 1 allows attackers to arbitrary code execution.
The patch removes the legacy code in HDCP.",Federico Menarini and Martijn Bogaard of Riscure
2021,12,2021-04-26,SVE-2021-22920,,AMPDU sequence number attack,"P(9.0), Q(10.0), R(11.0) devices with selected Broadcom WiFi chipsets",Moderate,"A remote temporary denial of service vulnerability in Broadcom Wi-Fi chipsets prior to SMR Dec-2021 Release 1 allows attackers to force victim¡¯s device unresponsive until the device reconnects to the AP.
The patch adds proper handling to prevent DoS.",
2021,12,2021-01-11,SVE-2021-20291,CVE-2021-25516,Not standard-compliant behavior on handling RRC MeasurementReport message,"P(9.0), Q(10.0), R(11.0) devices with selected Exynos chipsets",Moderate,"An improper check or handling of exceptional conditions in Exynos baseband prior to SMR Dec-2021 Release 1 allows attackers to track locations.
The patch adds proper check RRC security variable in Exynos baseband.",CheolJun Park
2021,12,2021-08-22,SVE-2021-23037,CVE-2021-25513,Information leak in lockscreen,Select R(11.0) devices,Low,"An improper privilege management vulnerability in Apps Edge application prior to SMR Dec-2021 Release 1 allows unauthorized access to some device data on the lockscreen.
The patch adds proper device lock status validation logic.","dohki, Ethan JH Park"
2021,12,2021-09-16,SVE-2021-23271,CVE-2021-25514,Intent redirection vulnerability in Tags,"Q(10.0), R(11.0)",Moderate,"An improper intent redirection handling in Tags prior to SMR Dec-2021 Release 1 allows attackers to access sensitive information.
The patch sanitizes incoming Intent before using it.",Sergey Toshin
2021,12,2021-08-29,SVE-2021-23088,CVE-2021-25515,BSSID exposure in SemRewardManager,"P(9.0), Q(10.0), R(11.0)",Moderate,"An improper usage of implicit intent in SemRewardManager prior to SMR Dec-2021 Release 1 allows attackers to access BSSID.
The patch restricts app that can receive the intent.",XiaGuangshuai in Wuheng Lab of ByteDance
2021,12,2021-08-27,SVE-2021-23076,"CVE-2021-25510, CVE-2021-25511",Camera privilege escalation and arbitrary file write in FilterProvider (system_app) in Samsung Device,"P(9.0), Q(10.0), R(11.0)",High,"An improper validation vulnerability in FilterProvider prior to SMR Dec-2021 Release 1 allows local privilege escalation.
The patch adds proper validation logic to prevent privilege escalation.","Dawn Security Lab, JD.com"
2021,12,2021-08-12,SVE-2021-22943,CVE-2021-25519,CPLC information exposure vulnerability,"P(9.0), Q(10.0), R(11.0)",Low,"An improper access control vulnerability in CPLC prior to SMR Dec-2021 Release 1 allows local attackers to access CPLC information without permission.
The patch blocks access CPLC information without privilege.",Xia Guangshuai
2021,12,2021-08-21,SVE-2021-23031,CVE-2021-25512,Possible to launch any activities via LaunchAnyWhere vulnerability,"P(9.0), Q(10.0), R(11.0)",High,"An improper validation vulnerability in telephony prior to SMR Dec-2021 Release 1 allows attackers to launch certain activities.
The patch adds proper validation logic to prevent privilege escalation.",MyTyrannosaurusBuddy
2021,12,2021-08-20,SVE-2021-23016,CVE-2021-25518,Arbitrary memory/register write in secure_log of BL31 and LDFW,"Q(10.0), R(11.0) devices with selected Exynos chipsets",Critical,"An improper boundary check in secure_log of LDFW and BL31 prior to SMR Dec-2021 Release 1 allows arbitrary memory write and code execution.
The patch adds proper validation logic to prevent arbitrary memory write.",Federico Menarini and Martijn Bogaard of Riscure
2021,12,2021-07-24,SVE-2021-22719,CVE-2021-25517,Loadable firmwares can be overwritten at runtime,"Q(10.0), R(11.0) devices with selected Exynos chipsets",Critical,"An improper input validation vulnerability in LDFW prior to SMR Dec-2021 Release 1 allows attackers to perform arbitrary code execution.
The patch addresses the vulnerability in LDFW.",Federico Menarini and Martijn Bogaard of Riscure
